country.value,indicator,date,value,countryiso3code
India,SL.UEM.TOTL.ZS,2014,7.674,IND
India,GC.DOD.TOTL.GD.ZS,2014,49.9009248748319,IND
India,BN.CAB.XOKA.GD.ZS,2014,-1.33950896483453,IND
India,NY.GDP.MKTP.KD.ZG,2015,7.99625378571471,IND
India,FP.CPI.TOTL.ZG,2015,4.90697344127256,IND
India,SL.UEM.TOTL.ZS,2015,7.631,IND
India,GC.DOD.TOTL.GD.ZS,2015,49.9647183856551,IND
India,BN.CAB.XOKA.GD.ZS,2015,-1.06754907167965,IND
India,NY.GDP.MKTP.KD.ZG,2016,8.25630550179086,IND
India,FP.CPI.TOTL.ZG,2016,4.94821634062141,IND
India,SL.UEM.TOTL.ZS,2016,7.601,IND
India,GC.DOD.TOTL.GD.ZS,2016,47.6337555915272,IND
India,BN.CAB.XOKA.GD.ZS,2016,-0.52788060603752,IND
India,NY.GDP.MKTP.KD.ZG,2017,6.79538341897911,IND
India,FP.CPI.TOTL.ZG,2017,3.32817337461298,IND
India,SL.UEM.TOTL.ZS,2017,7.618,IND
India,GC.DOD.TOTL.GD.ZS,2017,47.5836093800197,IND
India,BN.CAB.XOKA.GD.ZS,2017,-1.43948820320989,IND
India,NY.GDP.MKTP.KD.ZG,2018,6.45385134497769,IND
India,FP.CPI.TOTL.ZG,2018,3.9388264669163,IND
India,SL.UEM.TOTL.ZS,2018,7.652,IND
India,GC.DOD.TOTL.GD.ZS,2018,46.5224986659322,IND
India,BN.CAB.XOKA.GD.ZS,2018,-2.42697545810527,IND
India,NY.GDP.MKTP.KD.ZG,2019,3.87143694070356,IND
India,FP.CPI.TOTL.ZG,2019,3.72950573539129,IND
India,SL.UEM.TOTL.ZS,2019,6.51,IND
India,GC.DOD.TOTL.GD.ZS,2019,,IND
India,BN.CAB.XOKA.GD.ZS,2019,-1.04961203910072,IND
India,NY.GDP.MKTP.KD.ZG,2020,-5.77772470686801,IND
India,FP.CPI.TOTL.ZG,2020,6.62343677628535,IND
India,SL.UEM.TOTL.ZS,2020,7.859,IND
India,GC.DOD.TOTL.GD.ZS,2020,,IND
India,BN.CAB.XOKA.GD.ZS,2020,1.22362111042791,IND
India,NY.GDP.MKTP.KD.ZG,2021,9.68959249192875,IND
India,FP.CPI.TOTL.ZG,2021,5.13140747176369,IND
India,SL.UEM.TOTL.ZS,2021,6.38,IND
India,GC.DOD.TOTL.GD.ZS,2021,,IND
India,BN.CAB.XOKA.GD.ZS,2021,-1.05524166809383,IND
India,NY.GDP.MKTP.KD.ZG,2022,7.60936497768895,IND
India,FP.CPI.TOTL.ZG,2022,6.69903414079852,IND
India,SL.UEM.TOTL.ZS,2022,4.822,IND
India,GC.DOD.TOTL.GD.ZS,2022,,IND
India,BN.CAB.XOKA.GD.ZS,2022,-2.36247481487452,IND
India,NY.GDP.MKTP.KD.ZG,2023,9.19075493028345,IND
India,FP.CPI.TOTL.ZG,2023,5.64914318907925,IND
India,SL.UEM.TOTL.ZS,2023,4.172,IND
India,GC.DOD.TOTL.GD.ZS,2023,,IND
India,BN.CAB.XOKA.GD.ZS,2023,-0.878449448896405,IND
India,NY.GDP.MKTP.KD.ZG,2024,6.48422363033757,IND
India,FP.CPI.TOTL.ZG,2024,4.95303550973656,IND
India,SL.UEM.TOTL.ZS,2024,4.202,IND
India,GC.DOD.TOTL.GD.ZS,2024,,IND
India,BN.CAB.XOKA.GD.ZS,2024,-0.828801355740078,IND
Italy,NY.GDP.MKTP.KD.ZG,2000,3.88209885062652,ITA
Italy,FP.CPI.TOTL.ZG,2000,2.53768532095002,ITA
Italy,SL.UEM.TOTL.ZS,2000,10.834,ITA
Italy,BN.CAB.XOKA.GD.ZS,2000,-0.270230356072507,ITA
Italy,NY.GDP.MKTP.KD.ZG,2001,2.00643329837733,ITA
Italy,FP.CPI.TOTL.ZG,2001,2.78516542713554,ITA
Italy,SL.UEM.TOTL.ZS,2001,9.599,ITA
Italy,BN.CAB.XOKA.GD.ZS,2001,0.15478537448926,ITA
Italy,NY.GDP.MKTP.KD.ZG,2002,0.26992966378873,ITA
Italy,FP.CPI.TOTL.ZG,2002,2.46532319171165,ITA
Italy,SL.UEM.TOTL.ZS,2002,9.211,ITA
Italy,BN.CAB.XOKA.GD.ZS,2002,-0.489738960441859,ITA
Italy,NY.GDP.MKTP.KD.ZG,2003,0.0665538088732092,ITA
Italy,FP.CPI.TOTL.ZG,2003,2.6725555277285,ITA
Italy,SL.UEM.TOTL.ZS,2003,8.869,ITA
Italy,BN.CAB.XOKA.GD.ZS,2003,-0.766212290849885,ITA
Italy,NY.GDP.MKTP.KD.ZG,2004,1.4740217064723,ITA
Italy,FP.CPI.TOTL.ZG,2004,2.20673661423657,ITA
Italy,SL.UEM.TOTL.ZS,2004,7.866,ITA
Italy,BN.CAB.XOKA.GD.ZS,2004,-0.4953081424742,ITA
Italy,NY.GDP.MKTP.KD.ZG,2005,0.762410677306491,ITA
Italy,FP.CPI.TOTL.ZG,2005,1.9852929852798,ITA
Italy,SL.UEM.TOTL.ZS,2005,7.73,ITA
Italy,BN.CAB.XOKA.GD.ZS,2005,-0.896244191801555,ITA
Italy,NY.GDP.MKTP.KD.ZG,2006,1.79947992234244,ITA
Italy,FP.CPI.TOTL.ZG,2006,2.09084391012754,ITA
Italy,SL.UEM.TOTL.ZS,2006,6.777,ITA
Italy,BN.CAB.XOKA.GD.ZS,2006,-1.44603855867144,ITA
Italy,NY.GDP.MKTP.KD.ZG,2007,1.46229205289291,ITA
Italy,FP.CPI.TOTL.ZG,2007,1.82974112202403,ITA
Italy,SL.UEM.TOTL.ZS,2007,6.076,ITA
Italy,BN.CAB.XOKA.GD.ZS,2007,-1.35566295251184,ITA
Italy,NY.GDP.MKTP.KD.ZG,2008,-1.02313851177097,ITA
Italy,FP.CPI.TOTL.ZG,2008,3.34783258401022,ITA
Italy,SL.UEM.TOTL.ZS,2008,6.723,ITA
Italy,BN.CAB.XOKA.GD.ZS,2008,-2.68669173430211,ITA
Italy,NY.GDP.MKTP.KD.ZG,2009,-5.30515401233991,ITA
Italy,FP.CPI.TOTL.ZG,2009,0.774768131387381,ITA
Italy,SL.UEM.TOTL.ZS,2009,7.749,ITA
Italy,BN.CAB.XOKA.GD.ZS,2009,-1.77411764067094,ITA
Italy,NY.GDP.MKTP.KD.ZG,2010,1.52910573247101,ITA
Italy,FP.CPI.TOTL.ZG,2010,1.52551602118248,ITA
Italy,SL.UEM.TOTL.ZS,2010,8.363,ITA
Italy,BN.CAB.XOKA.GD.ZS,2010,-3.24412215335914,ITA
Italy,NY.GDP.MKTP.KD.ZG,2011,0.695463154440176,ITA
Italy,FP.CPI.TOTL.ZG,2011,2.78063272879323,ITA
Italy,SL.UEM.TOTL.ZS,2011,8.359,ITA
Italy,BN.CAB.XOKA.GD.ZS,2011,-2.74163808728921,ITA
Italy,NY.GDP.MKTP.KD.ZG,2012,-3.12523877282996,ITA
Italy,FP.CPI.TOTL.ZG,2012,3.04136333226775,ITA
Italy,SL.UEM.TOTL.ZS,2012,10.655,ITA
Italy,BN.CAB.XOKA.GD.ZS,2012,-0.215238993496647,ITA
Italy,NY.GDP.MKTP.KD.ZG,2013,-1.81802510749792,ITA
Italy,FP.CPI.TOTL.ZG,2013,1.21999342274306,ITA
Italy,SL.UEM.TOTL.ZS,2013,12.149,ITA
Italy,BN.CAB.XOKA.GD.ZS,2013,1.03825599780866,ITA
Italy,NY.GDP.MKTP.KD.ZG,2014,-0.00138761730454462,ITA
Italy,FP.CPI.TOTL.ZG,2014,0.241047429826756,ITA
Italy,SL.UEM.TOTL.ZS,2014,12.683,ITA
Italy,BN.CAB.XOKA.GD.ZS,2014,1.70979552518119,ITA
Italy,NY.GDP.MKTP.KD.ZG,2015,0.885667635240807,ITA
Italy,FP.CPI.TOTL.ZG,2015,0.0387903996579733,ITA
Italy,SL.UEM.TOTL.ZS,2015,11.896,ITA
Italy,BN.CAB.XOKA.GD.ZS,2015,1.23326652485505,ITA
Italy,NY.GDP.MKTP.KD.ZG,2016,1.23622108511661,ITA
Italy,FP.CPI.TOTL.ZG,2016,-0.09401665691575,ITA
Italy,SL.UEM.TOTL.ZS,2016,11.688,ITA
Italy,BN.CAB.XOKA.GD.ZS,2016,2.46140246001819,ITA
Italy,NY.GDP.MKTP.KD.ZG,2017,1.60369995294101,ITA
Italy,FP.CPI.TOTL.ZG,2017,1.22653316645812,ITA
Italy,SL.UEM.TOTL.ZS,2017,11.211,ITA
Italy,BN.CAB.XOKA.GD.ZS,2017,2.47968309636806,ITA
Italy,NY.GDP.MKTP.KD.ZG,2018,0.826646712344115,ITA
Italy,FP.CPI.TOTL.ZG,2018,1.13748763600391,ITA
Italy,SL.UEM.TOTL.ZS,2018,10.61,ITA
Italy,BN.CAB.XOKA.GD.ZS,2018,2.57144669559437,ITA
Italy,NY.GDP.MKTP.KD.ZG,2019,0.429162533780342,ITA
Italy,FP.CPI.TOTL.ZG,2019,0.611246943765304,ITA
Italy,SL.UEM.TOTL.ZS,2019,9.951,ITA
Italy,BN.CAB.XOKA.GD.ZS,2019,3.23388196417885,ITA
Italy,NY.GDP.MKTP.KD.ZG,2020,-8.86822122185345,ITA
Italy,FP.CPI.TOTL.ZG,2020,-0.13770757391651,ITA
Italy,SL.UEM.TOTL.ZS,2020,9.164,ITA
Italy,BN.CAB.XOKA.GD.ZS,2020,3.9369545603398,ITA
Italy,NY.GDP.MKTP.KD.ZG,2021,8.93106210800055,ITA
Italy,FP.CPI.TOTL.ZG,2021,1.87378325762481,ITA
Italy,SL.UEM.TOTL.ZS,2021,9.497,ITA
Italy,BN.CAB.XOKA.GD.ZS,2021,2.1243004153607,ITA
Italy,NY.GDP.MKTP.KD.ZG,2022,4.82117669913565,ITA
Italy,FP.CPI.TOTL.ZG,2022,8.20128991161718,ITA
Italy,SL.UEM.TOTL.ZS,2022,8.069,ITA
Italy,BN.CAB.XOKA.GD.ZS,2022,-1.72642752142058,ITA
Italy,NY.GDP.MKTP.KD.ZG,2023,0.715372500867531,ITA
Italy,FP.CPI.TOTL.ZG,2023,5.62219442195901,ITA
Italy,SL.UEM.TOTL.ZS,2023,7.627,ITA
Italy,BN.CAB.XOKA.GD.ZS,2023,0.141483235698338,ITA
Italy,NY.GDP.MKTP.KD.ZG,2024,0.725792380234424,ITA
Italy,FP.CPI.TOTL.ZG,2024,0.982373023061417,ITA
Italy,SL.UEM.TOTL.ZS,2024,6.778,ITA
Italy,BN.CAB.XOKA.GD.ZS,2024,1.1277967732789,ITA
United States,NY.GDP.MKTP.KD.ZG,2000,4.07758576006954,USA
United States,FP.CPI.TOTL.ZG,2000,3.37685727149929,USA
United States,SL.UEM.TOTL.ZS,2000,3.992,USA
United States,GC.DOD.TOTL.GD.ZS,2000,33.2676418736523,USA
United States,BN.CAB.XOKA.GD.ZS,2000,-3.92088461637514,USA
United States,NY.GDP.MKTP.KD.ZG,2001,0.95553834188668,USA
United States,FP.CPI.TOTL.ZG,2001,2.82617111885407,USA
United States,SL.UEM.TOTL.ZS,2001,4.731,USA
United States,GC.DOD.TOTL.GD.ZS,2001,52.4436801645522,USA
United States,BN.CAB.XOKA.GD.ZS,2001,-3.72407526075822,USA
United States,NY.GDP.MKTP.KD.ZG,2002,1.7004473278454,USA
United States,FP.CPI.TOTL.ZG,2002,1.58603162650601,USA
United States,SL.UEM.TOTL.ZS,2002,5.783,USA
United States,GC.DOD.TOTL.GD.ZS,2002,53.8625384615103,USA
United States,BN.CAB.XOKA.GD.ZS,2002,-4.17334150234402,USA
United States,NY.GDP.MKTP.KD.ZG,2003,2.79560596521233,USA
United States,FP.CPI.TOTL.ZG,2003,2.27009497336115,USA
United States,SL.UEM.TOTL.ZS,2003,5.989,USA
United States,GC.DOD.TOTL.GD.ZS,2003,56.2503655146228,USA
United States,BN.CAB.XOKA.GD.ZS,2003,-4.55897769378821,USA
United States,NY.GDP.MKTP.KD.ZG,2004,3.84777169424153,USA
United States,FP.CPI.TOTL.ZG,2004,2.67723669309172,USA
United States,SL.UEM.TOTL.ZS,2004,5.529,USA
United States,GC.DOD.TOTL.GD.ZS,2004,56.6622734054524,USA
United States,BN.CAB.XOKA.GD.ZS,2004,-5.20485224269137,USA
United States,NY.GDP.MKTP.KD.ZG,2005,3.48354993544559,USA
United States,FP.CPI.TOTL.ZG,2005,3.3927468454955,USA
United States,SL.UEM.TOTL.ZS,2005,5.084,USA
United States,GC.DOD.TOTL.GD.ZS,2005,56.5388574158363,USA
United States,BN.CAB.XOKA.GD.ZS,2005,-5.74598267055862,USA
United States,NY.GDP.MKTP.KD.ZG,2006,2.78453963817891,USA
United States,FP.CPI.TOTL.ZG,2006,3.22594410070404,USA
United States,SL.UEM.TOTL.ZS,2006,4.623,USA
United States,GC.DOD.TOTL.GD.ZS,2006,55.46735161303,USA
United States,BN.CAB.XOKA.GD.ZS,2006,-5.91102091022869,USA
United States,NY.GDP.MKTP.KD.ZG,2007,2.00385829909158,USA
United States,FP.CPI.TOTL.ZG,2007,2.85267248150138,USA
United States,SL.UEM.TOTL.ZS,2007,4.622,USA
United States,GC.DOD.TOTL.GD.ZS,2007,55.6599218970435,USA
United States,BN.CAB.XOKA.GD.ZS,2007,-5.08872735734161,USA
United States,NY.GDP.MKTP.KD.ZG,2008,0.113587248160997,USA
United States,FP.CPI.TOTL.ZG,2008,3.839100296651,USA
United States,SL.UEM.TOTL.ZS,2008,5.784,USA
United States,GC.DOD.TOTL.GD.ZS,2008,63.8151121520296,USA
United States,BN.CAB.XOKA.GD.ZS,2008,-4.71585990444596,USA
United States,NY.GDP.MKTP.KD.ZG,2009,-2.57650023225001,USA
United States,FP.CPI.TOTL.ZG,2009,-0.355546266299747,USA
United States,SL.UEM.TOTL.ZS,2009,9.254,USA
United States,GC.DOD.TOTL.GD.ZS,2009,75.8420374764117,USA
United States,BN.CAB.XOKA.GD.ZS,2009,-2.62283632200348,USA
United States,NY.GDP.MKTP.KD.ZG,2010,2.69519258234851,USA
United States,FP.CPI.TOTL.ZG,2010,1.6400434423899,USA
United States,SL.UEM.TOTL.ZS,2010,9.633,USA
United States,GC.DOD.TOTL.GD.ZS,2010,84.9643739761343,USA
United States,BN.CAB.XOKA.GD.ZS,2010,-2.87064145448882,USA
United States,NY.GDP.MKTP.KD.ZG,2011,1.56440685537306,USA
United States,FP.CPI.TOTL.ZG,2011,3.156841568622,USA
United States,SL.UEM.TOTL.ZS,2011,8.949,USA
United States,GC.DOD.TOTL.GD.ZS,2011,89.5467947782693,USA
United States,BN.CAB.XOKA.GD.ZS,2011,-2.91862065322661,USA
United States,NY.GDP.MKTP.KD.ZG,2012,2.289113386319,USA
United States,FP.CPI.TOTL.ZG,2012,2.06933726526067,USA
United States,SL.UEM.TOTL.ZS,2012,8.069,USA
United States,GC.DOD.TOTL.GD.ZS,2012,93.6492746079881,USA
United States,BN.CAB.XOKA.GD.ZS,2012,-2.57236847367136,USA
United States,NY.GDP.MKTP.KD.ZG,2013,2.11783009786468,USA
United States,FP.CPI.TOTL.ZG,2013,1.46483265562717,USA
United States,SL.UEM.TOTL.ZS,2013,7.375,USA
United States,GC.DOD.TOTL.GD.ZS,2013,95.3225056118879,USA
United States,BN.CAB.XOKA.GD.ZS,2013,-2.01090797096302,USA
United States,NY.GDP.MKTP.KD.ZG,2014,2.52381981372621,USA
United States,FP.CPI.TOTL.ZG,2014,1.62222297740817,USA
United States,SL.UEM.TOTL.ZS,2014,6.168,USA
United States,GC.DOD.TOTL.GD.ZS,2014,95.454198507531,USA
United States,BN.CAB.XOKA.GD.ZS,2014,-2.10117617206317,USA
United States,NY.GDP.MKTP.KD.ZG,2015,2.94555045599772,USA
United States,FP.CPI.TOTL.ZG,2015,0.118627135552451,USA
United States,SL.UEM.TOTL.ZS,2015,5.28,USA
United States,GC.DOD.TOTL.GD.ZS,2015,95.9561561537597,USA
United States,BN.CAB.XOKA.GD.ZS,2015,-2.2325584903738,USA
United States,NY.GDP.MKTP.KD.ZG,2016,1.81945147620522,USA
United States,FP.CPI.TOTL.ZG,2016,1.26158320570536,USA
United States,SL.UEM.TOTL.ZS,2016,4.869,USA
United States,GC.DOD.TOTL.GD.ZS,2016,97.9289348480368,USA
United States,BN.CAB.XOKA.GD.ZS,2016,-2.10699725119707,USA
United States,NY.GDP.MKTP.KD.ZG,2017,2.45762230175086,USA
United States,FP.CPI.TOTL.ZG,2017,2.13011000365961,USA
United States,SL.UEM.TOTL.ZS,2017,4.355,USA
United States,GC.DOD.TOTL.GD.ZS,2017,97.021634906855,USA
United States,BN.CAB.XOKA.GD.ZS,2017,-1.87442427129943,USA
United States,NY.GDP.MKTP.KD.ZG,2018,2.96650506916596,USA
United States,FP.CPI.TOTL.ZG,2018,2.44258329692817,USA
United States,SL.UEM.TOTL.ZS,2018,3.896,USA
United States,GC.DOD.TOTL.GD.ZS,2018,98.4497724592085,USA
United States,BN.CAB.XOKA.GD.ZS,2018,-2.12935714812701,USA
United States,NY.GDP.MKTP.KD.ZG,2019,2.58382533018889,USA
United States,FP.CPI.TOTL.ZG,2019,1.81221007526021,USA
United States,SL.UEM.TOTL.ZS,2019,3.669,USA
United States,GC.DOD.TOTL.GD.ZS,2019,100.058217318845,USA
United States,BN.CAB.XOKA.GD.ZS,2019,-2.05082808332895,USA
United States,NY.GDP.MKTP.KD.ZG,2020,-2.16302913866512,USA
United States,FP.CPI.TOTL.ZG,2020,1.23358439630629,USA
United States,SL.UEM.TOTL.ZS,2020,8.055,USA
United States,GC.DOD.TOTL.GD.ZS,2020,124.514696354635,USA
United States,BN.CAB.XOKA.GD.ZS,2020,-2.81541652061746,USA
United States,NY.GDP.MKTP.KD.ZG,2021,6.05505293304556,USA
United States,FP.CPI.TOTL.ZG,2021,4.69785886363742,USA
United States,SL.UEM.TOTL.ZS,2021,5.349,USA
United States,GC.DOD.TOTL.GD.ZS,2021,118.400948162572,USA
United States,BN.CAB.XOKA.GD.ZS,2021,-3.66529172058257,USA
United States,NY.GDP.MKTP.KD.ZG,2022,2.5123753198332,USA
United States,FP.CPI.TOTL.ZG,2022,8.00279982052121,USA
United States,SL.UEM.TOTL.ZS,2022,3.65,USA
United States,GC.DOD.TOTL.GD.ZS,2022,112.817613391957,USA
United States,BN.CAB.XOKA.GD.ZS,2022,-3.8916721040072,USA
United States,NY.GDP.MKTP.KD.ZG,2023,2.88755600905984,USA
United States,FP.CPI.TOTL.ZG,2023,4.11633838374488,USA
United States,SL.UEM.TOTL.ZS,2023,3.638,USA
United States,GC.DOD.TOTL.GD.ZS,2023,114.755553330184,USA
United States,BN.CAB.XOKA.GD.ZS,2023,-3.26607086420481,USA
United States,NY.GDP.MKTP.KD.ZG,2024,2.79619035621393,USA
United States,FP.CPI.TOTL.ZG,2024,2.94952520485207,USA
United States,SL.UEM.TOTL.ZS,2024,4.106,USA
United States,GC.DOD.TOTL.GD.ZS,2024,,USA
United States,BN.CAB.XOKA.GD.ZS,2024,-3.88426682437385,USA
South Africa,NY.GDP.MKTP.KD.ZG,2000,4.20000000067826,ZAF
South Africa,FP.CPI.TOTL.ZG,2000,5.33895913599828,ZAF
South Africa,SL.UEM.TOTL.ZS,2000,22.714,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2000,39.6390583837328,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2000,-0.125570459653347,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2001,2.70000000019104,ZAF
South Africa,FP.CPI.TOTL.ZG,2001,5.70189483049608,ZAF
South Africa,SL.UEM.TOTL.ZS,2001,22.605,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2001,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2001,0.253001084795547,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2002,3.70037440406668,ZAF
South Africa,FP.CPI.TOTL.ZG,2002,9.494713780996,ZAF
South Africa,SL.UEM.TOTL.ZS,2002,22.547,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2002,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2002,0.781937464700479,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2003,2.94907546754213,ZAF
South Africa,FP.CPI.TOTL.ZG,2003,5.67942414068799,ZAF
South Africa,SL.UEM.TOTL.ZS,2003,22.629,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2003,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2003,-0.782449992267883,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2004,4.55455990721774,ZAF
South Africa,FP.CPI.TOTL.ZG,2004,-0.692039437857687,ZAF
South Africa,SL.UEM.TOTL.ZS,2004,22.538,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2004,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2004,-2.50726120703613,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2005,5.27705197295467,ZAF
South Africa,FP.CPI.TOTL.ZG,2005,2.06285308223427,ZAF
South Africa,SL.UEM.TOTL.ZS,2005,22.461,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2005,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2005,-2.7747758989594,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2006,5.60380645895889,ZAF
South Africa,FP.CPI.TOTL.ZG,2006,3.2439076541923,ZAF
South Africa,SL.UEM.TOTL.ZS,2006,22.324,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2006,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2006,-4.00012427594728,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2007,5.36047405394162,ZAF
South Africa,FP.CPI.TOTL.ZG,2007,6.17781214809388,ZAF
South Africa,SL.UEM.TOTL.ZS,2007,22.287,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2007,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2007,-4.86189160706926,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2008,3.1910438863288,ZAF
South Africa,FP.CPI.TOTL.ZG,2008,9.90998456005467,ZAF
South Africa,SL.UEM.TOTL.ZS,2008,22.407,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2008,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2008,-5.1861810846768,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2009,-1.53808913525583,ZAF
South Africa,FP.CPI.TOTL.ZG,2009,7.23809523809527,ZAF
South Africa,SL.UEM.TOTL.ZS,2009,23.523,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2009,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2009,-2.38458187361532,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2010,3.03973288127956,ZAF
South Africa,FP.CPI.TOTL.ZG,2010,4.06749555950263,ZAF
South Africa,SL.UEM.TOTL.ZS,2010,24.683,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2010,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2010,-1.29901805615596,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2011,3.16855627858818,ZAF
South Africa,FP.CPI.TOTL.ZG,2011,5.0008533879502,ZAF
South Africa,SL.UEM.TOTL.ZS,2011,24.639,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2011,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2011,-2.01967628513274,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2012,2.39623238465745,ZAF
South Africa,FP.CPI.TOTL.ZG,2012,5.73797139141739,ZAF
South Africa,SL.UEM.TOTL.ZS,2012,24.727,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2012,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2012,-4.68373643403848,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2013,2.48546800826588,ZAF
South Africa,FP.CPI.TOTL.ZG,2013,5.78016910069176,ZAF
South Africa,SL.UEM.TOTL.ZS,2013,24.561,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2013,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2013,-5.33837274756911,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2014,1.41382645223793,ZAF
South Africa,FP.CPI.TOTL.ZG,2014,6.13282953059149,ZAF
South Africa,SL.UEM.TOTL.ZS,2014,24.89,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2014,,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2014,-4.81243259488483,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2015,1.32186223678229,ZAF
South Africa,FP.CPI.TOTL.ZG,2015,4.51869094892506,ZAF
South Africa,SL.UEM.TOTL.ZS,2015,25.149,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2015,52.6511572360833,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2015,-4.31028688643788,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2016,0.664552307858116,ZAF
South Africa,FP.CPI.TOTL.ZG,2016,6.60290842394872,ZAF
South Africa,SL.UEM.TOTL.ZS,2016,26.536,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2016,53.7387913884354,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2016,-2.63361451678798,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2017,1.15794695181735,ZAF
South Africa,FP.CPI.TOTL.ZG,2017,5.18618655524149,ZAF
South Africa,SL.UEM.TOTL.ZS,2017,27.035,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2017,56.2597208390879,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2017,-2.37436753188649,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2018,1.55678384721676,ZAF
South Africa,FP.CPI.TOTL.ZG,2018,4.50987264867388,ZAF
South Africa,SL.UEM.TOTL.ZS,2018,26.906,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2018,59.1023114070608,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2018,-3.00051939426576,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2019,0.25993557687633,ZAF
South Africa,FP.CPI.TOTL.ZG,2019,4.10285075461156,ZAF
South Africa,SL.UEM.TOTL.ZS,2019,28.468,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2019,64.5892781351104,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2019,-2.6199906748304,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2020,-6.1689177146757,ZAF
South Africa,FP.CPI.TOTL.ZG,2020,3.23238831615113,ZAF
South Africa,SL.UEM.TOTL.ZS,2020,29.217,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2020,75.7255090793216,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2020,2.00352275153333,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2021,4.95503259440756,ZAF
South Africa,FP.CPI.TOTL.ZG,2021,4.61874544887136,ZAF
South Africa,SL.UEM.TOTL.ZS,2021,34.007,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2021,73.8065091009354,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2021,3.73044877034516,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2022,1.91147996033504,ZAF
South Africa,FP.CPI.TOTL.ZG,2022,7.03987272546482,ZAF
South Africa,SL.UEM.TOTL.ZS,2022,33.268,ZAF
South Africa,GC.DOD.TOTL.GD.ZS,2022,76.2372383337531,ZAF
South Africa,BN.CAB.XOKA.GD.ZS,2022,-0.461509368787066,ZAF
South Africa,NY.GDP.MKTP.KD.ZG,2023,0.698485193724835,ZAF
South Africa,FP.CPI.TOTL.ZG,2023,6.0752438457966,ZAF
South Africa,SL.UEM.TOTL.ZS,2023,32.098,ZAF
