country.value,countryiso3code,date,value,indicator
India,IND,2007,6.37288135593231,FP.CPI.TOTL.ZG
India,IND,2007,7.561,SL.UEM.TOTL.ZS
India,IND,2007,57.4975363892468,GC.DOD.TOTL.GD.ZS
India,IND,2007,-0.66371764877261,BN.CAB.XOKA.GD.ZS
India,IND,2008,3.08669805921981,NY.GDP.MKTP.KD.ZG
India,IND,2008,8.34926704907581,FP.CPI.TOTL.ZG
India,IND,2008,7.656,SL.UEM.TOTL.ZS
India,IND,2008,57.2922142809949,GC.DOD.TOTL.GD.ZS
India,IND,2008,-2.58337749259838,BN.CAB.XOKA.GD.ZS
India,IND,2009,7.86188883286074,NY.GDP.MKTP.KD.ZG
India,IND,2009,10.8823529411764,FP.CPI.TOTL.ZG
India,IND,2009,7.664,SL.UEM.TOTL.ZS
India,IND,2009,55.2564461117969,GC.DOD.TOTL.GD.ZS
India,IND,2009,-1.95146209111802,BN.CAB.XOKA.GD.ZS
India,IND,2010,8.49758470221235,NY.GDP.MKTP.KD.ZG
India,IND,2010,11.9893899204244,FP.CPI.TOTL.ZG
India,IND,2010,7.652,SL.UEM.TOTL.ZS
India,IND,2010,51.5919103003897,GC.DOD.TOTL.GD.ZS
India,IND,2010,-3.25348368945179,BN.CAB.XOKA.GD.ZS
India,IND,2011,5.24131619937695,NY.GDP.MKTP.KD.ZG
India,IND,2011,8.91179336483371,FP.CPI.TOTL.ZG
India,IND,2011,7.616,SL.UEM.TOTL.ZS
India,IND,2011,51.5565536600977,GC.DOD.TOTL.GD.ZS
India,IND,2011,-3.42928468606061,BN.CAB.XOKA.GD.ZS
India,IND,2012,5.45638755166587,NY.GDP.MKTP.KD.ZG
India,IND,2012,9.47899691419801,FP.CPI.TOTL.ZG
India,IND,2012,7.666,SL.UEM.TOTL.ZS
India,IND,2012,50.6780305618952,GC.DOD.TOTL.GD.ZS
India,IND,2012,-5.00488971805303,BN.CAB.XOKA.GD.ZS
India,IND,2013,6.38610640094825,NY.GDP.MKTP.KD.ZG
India,IND,2013,10.0178784746102,FP.CPI.TOTL.ZG
India,IND,2013,7.711,SL.UEM.TOTL.ZS
India,IND,2013,50.3118273627008,GC.DOD.TOTL.GD.ZS
India,IND,2013,-2.64566711733892,BN.CAB.XOKA.GD.ZS
India,IND,2014,7.41022760508854,NY.GDP.MKTP.KD.ZG
India,IND,2014,6.66565671867899,FP.CPI.TOTL.ZG
